,dir/5WEKPBBWFKF47XDYW5QBC36KFVBYJFE5.pdf,dir/IM4NOHWT2KSDC4FBCAXQW722XG3AZCNP.pdf,dir/CS4O7BCLPRK6J5MKIK7BPBFC2UURCM7X.pdf,dir/HGJIJLL3ZVEO2ISTFZSKH53BIC2K3UYX.pdf,dir/BNAB3PKSEPVY6LVEMD6PZQXWXMDDTQ7U.pdf,dir/KAI53AEUTC4X3GRV6WZDEZUWVEYPTPPU.pdf,dir/6RWOLVNDX4CTI4PAGDGMWC3FFBTVW3TK.pdf,dir/LFGBSD5XRLBIZCRBVWTKQPP2JEVRWRRS.pdf,dir/EKWVDOMQ3BRDHPPTHV47A37AY2NUS7XK.pdf,dir/6A2V6MYYSW4C6QUKXJX7BEGNPYKZGV6O.pdf
smith,"['340', '351', '361', '371', '491']",[],[],[],[],[],[],[],[],[]
wolf,['342'],[],[],[],[],[],[],[],[],[]
descript,"['345', '390']",[],['30'],"['473', '1447']",[],[],[],['30'],[],[]
particip,['346'],[],[],"['1923', '1937', '1952', '1968']",[],['515'],[],[],[],[]
bacchu,"['347', '928']",[],[],[],[],[],[],[],[],[]
emerson,['348'],[],[],[],[],[],[],[],[],[]
klug,['349'],[],[],[],[],[],[],[],[],[]
ravenel,['350'],[],[],[],[],[],[],[],[],[]
ia,['352'],[],[],[],[],[],[],[],[],[]
wolp,['353'],[],[],[],[],[],[],[],[],[]
depart,['354'],[],[],['28'],['3'],[],"['11', '28']",['3'],[],"['38', '215']"
partici,['356'],[],[],[],[],[],[],[],[],[]
baker,"['357', '936']",[],[],[],[],[],[],[],[],[]
english,['358'],[],[],[],['2627'],[],[],[],[],[]
kolb,['359'],[],[],[],[],[],[],[],[],[]
reed,['360'],[],[],[],[],[],[],[],[],[]
wyden,['363'],[],[],[],[],[],[],[],[],[]
pation,['364'],[],[],[],[],[],[],[],[],[]
govern,['365'],[],[],"['644', '2341']","['809', '1503', '1565', '1896', '2239', '3403']",['659'],[],[],[],"['112', '272', '282', '312', '334', '350', '411', '516', '581', '611', '667', '708', '760', '796', '948', '1049', '1061', '1065', '1083', '1110', '1134', '1163', '1213', '1239', '1300', '1321', '1334', '1347', '1426', '1482', '1489', '1512', '1523', '1530', '1542', '1555', '1576', '1593', '1605', '1614', '1652', '1703']"
agenc,['366'],[],[],[],[],[],"['26', '29', '480']",[],[],[]
balleng,"['367', '874']",[],[],[],[],[],[],[],[],[]
erdreich,['368'],[],[],[],[],[],[],[],[],[]
kopetski,['369'],[],[],[],[],[],[],[],[],[]
regula,['370'],[],[],[],[],[],[],[],[],[]
yate,['373'],[],[],[],[],[],[],[],[],[]
barnard,"['375', '880']",[],[],[],[],[],[],[],[],[]
espi,['376'],[],[],[],[],[],[],[],[],[]
kostmay,['377'],[],[],[],[],[],[],[],[],[]
rhode,['378'],[],[],[],[],[],[],[],[],[]
snow,['379'],[],[],[],[],[],[],[],[],[]
yatron,['380'],[],[],[],[],[],[],[],[],[]
barrett,"['381', '886']",[],[],[],[],[],[],[],[],[]
evan,['382'],[],[],[],[],[],[],[],[],[]
kyl,['383'],[],[],[],[],[],[],[],[],[]
richardson,['384'],[],[],[],[],[],[],[],[],[]
solarz,['385'],[],[],[],[],[],[],[],[],[]
young,"['386', '591']",[],[],[],['242'],[],[],[],[],['1003']
barton,"['392', '896']",[],[],[],"['38', '6899']",[],[],[],[],[]
fascel,['393'],[],[],[],[],[],[],[],[],[]
lafalc,['394'],[],[],[],[],[],[],[],[],[]
ridg,['395'],[],[],[],[],['769'],[],[],[],[]
spenc,['396'],[],[],[],[],[],[],[],[],[]
zimmer,['397'],[],[],[],[],[],[],[],[],[]
bateman,"['400', '907']",[],[],[],[],[],[],[],[],[]
fawel,['401'],[],[],[],[],[],[],[],[],[]
lagomarsino,['402'],[],[],[],[],[],[],[],[],[]
rigg,['403'],[],[],[],[],[],[],[],[],[]
spratt,['404'],[],[],[],[],[],[],[],[],[]
receiv,['408'],[],[],['1795'],"['578', '886', '1138', '1329', '1335', '1401', '5773', '6005', '6813']","['19', '25', '406']","['93', '188']",[],"['222', '428']",[]
th,"['410', '527']",[],[],[],"['606', '608', '1656', '1836', '1890', '2612', '5247']",[],[],[],[],['1261']
beilenson,"['411', '918']",[],[],[],[],[],[],[],[],[]
fazio,['412'],[],[],[],[],[],[],[],[],[]
lancast,['413'],[],[],[],[],[],[],[],[],[]
refer,['416'],[],[],[],"['301', '716', '1549']",[],"['357', '454']",[],[],[]
bennett,"['418', '929']",[],[],[],[],[],[],[],[],[]
field,['419'],[],[],[],[],['538'],[],['18'],[],[]
lanto,['420'],[],[],[],[],[],[],[],[],[]
noes,['421'],[],[],[],[],[],[],[],[],[]
are,['423'],[],[],[],[],[],[],[],[],[]
bentley,"['424', '937']",[],[],[],[],[],[],[],[],[]
fish,['425'],[],[],[],[],"['594', '635']",[],[],[],[]
larocco,['426'],[],[],[],[],[],[],[],[],[]
allen,"['427', '894']",[],[],[],[],[],[],[],[],[]
gaydo,['428'],[],[],[],[],[],[],[],[],[]
ray,['429'],[],[],[],[],[],[],[],[],[]
arm,"['431', '479']",[],[],[],[],[],[],[],[],[]
servic,"['432', '480']",[],[],"['726', '1222', '1241']","['227', '593', '1092', '1128', '1187', '2073', '6673']","['72', '522', '596', '637', '723', '906']",[],[],"['62', '101', '112', '134', '162', '181', '302', '552', '554', '749']",[]
bereut,['433'],[],[],[],[],[],[],[],[],[]
flake,['434'],[],[],[],[],[],[],[],[],[]
laughlin,['435'],[],[],[],[],[],[],[],[],[]
geka,['438'],[],[],[],[],[],[],[],[],[]
roemer,['439'],[],[],[],[],[],[],[],[],[]
foreign,"['441', '489']",[],[],[],[],[],[],[],[],[]
affair,['442'],[],[],[],[],[],[],[],[],[]
com,['443'],[],[],[],[],[],[],[],[],[]
berman,['444'],[],[],[],[],[],[],[],[],[]
foglietta,['445'],[],[],[],[],[],[],[],[],[]
leach,['446'],[],[],[],[],[],[],[],[],[]
appleg,"['447', '879']",[],[],[],[],[],[],[],[],[]
hall,"['448', '680']",[],[],[],[],[],[],[],[],[]
roger,['450'],[],[],[],[],[],[],[],[],[]
bevil,['451'],[],[],[],[],[],[],[],[],[]
ford,"['452', '463']",[],[],[],[],[],[],[],[],[]
mi,"['453', '475', '517']",[],[],[],[],[],[],[],[],[]
lehman,"['454', '675']",[],[],[],[],[],[],[],[],[]
mitte,['456'],[],[],[],[],[],[],[],[],[]
commerc,['458'],[],[],[],[],[],[],[],[],[]
armey,"['459', '885']",[],[],[],[],[],[],[],[],[]
hammerschmidt,['460'],[],[],[],[],[],[],[],[],[]
roth,['461'],[],[],[],[],[],[],[],[],[]
bilbray,['462'],[],[],[],[],[],[],[],[],[]
tn,['464'],[],[],[],[],[],[],[],[],[]
lent,['465'],[],[],[],[],[],[],[],[],[]
biliraki,['466'],[],[],[],[],[],[],[],[],[]
hancock,['467'],[],[],[],[],[],[],[],[],[]
hous,['468'],[],[],"['598', '658', '1053', '1242', '2276']",[],[],[],[],[],['1203']
repres,['469'],[],[],[],['2958'],['473'],[],[],[],[]
schaefer,['470'],[],[],[],[],[],[],[],[],[]
blackwel,['471'],[],[],[],[],[],[],[],[],[]
frank,"['472', '600']",[],[],[],[],[],[],[],[],[]
levin,"['474', '691']",[],[],[],[],[],[],[],[],[]
bliley,['476'],[],[],[],[],[],[],[],[],[]
holloway,['477'],[],[],[],[],[],[],[],[],[]
sensenbrenn,['481'],[],[],[],[],[],[],[],[],[]
boehlert,['482'],[],[],[],[],[],[],[],[],[]
frost,['483'],[],[],[],[],[],[],[],[],[]
lewi,"['484', '495', '503']",[],[],[],[],[],[],[],[],[]
brewster,['486'],[],[],[],[],[],[],[],[],[]
hopkin,['487'],[],[],[],[],[],[],[],[],[]
relat,['490'],[],[],"['780', '1532']","['235', '2491', '3189', '3225', '3285', '3321', '3371', '3377', '3447', '3467', '3803', '4136', '4461', '4547', '4700', '4789', '4860', '6505']","['89', '555']",[],"['66', '89']","['742', '747']",[]
or,['492'],[],[],[],[],[],[],[],[],[]
boehner,['493'],[],[],[],[],[],[],[],[],[]
gallegli,['494'],[],[],[],[],[],[],[],[],[]
burton,['497'],[],[],[],[],[],[],[],[],[]
inhof,['498'],[],[],[],[],[],[],[],[],[]
solomon,['499'],[],[],[],[],[],[],[],[],[]
bonior,['501'],[],[],[],[],[],[],[],[],[]
gallo,['502'],[],[],[],[],[],[],[],[],[]
cobl,['505'],[],[],[],[],[],[],[],[],[]
stump,['508'],[],[],[],[],[],[],[],[],[]
sec,['509'],[],[],[],"['3149', '3742', '3754', '3799', '3980', '3981', '4143', '4553', '4795', '4896', '5099', '5346', '5360', '5373', '5388', '5403', '5420', '5440', '5474', '5489', '5502', '5530', '5545', '5556', '5568', '5579', '5591', '5601', '5612', '5625', '5643', '5936', '6248', '6470', '6512']",[],[],[],"['13', '68', '593']",[]
soviet,"['510', '594', '657', '839']",[],[],[],[],[],[],[],[],[]
weapon,"['511', '608', '647', '683', '712', '820']",[],[],[],[],[],[],[],[],[]
destruct,"['512', '573', '584', '818']",[],[],[],[],[],[],[],[],['1272']
borski,['513'],[],[],[],[],[],[],[],[],[]
gejdenson,['514'],[],[],[],[],[],[],[],[],[]
lightfoot,['515'],[],[],[],[],[],[],[],[],[]
collin,"['516', '730']",[],[],[],[],[],[],[],[],[]
jontz,['518'],[],[],[],[],[],[],[],[],[]
boucher,['521'],[],[],[],[],[],[],[],[],[]
gephardt,['522'],[],[],[],[],[],[],[],[],[]
lipinski,['523'],[],[],[],[],[],[],[],[],[]
combest,['524'],[],[],[],[],[],[],[],[],[]
kolter,['525'],[],[],[],[],[],[],[],[],[]
findings,['526'],[],[],[],[],[],[],[],[],[]
finds,['529'],[],[],[],[],[],[],[],[],[]
trafic,['530'],[],[],[],[],[],[],[],[],[]
boxer,['531'],[],[],[],[],[],[],[],[],[]
geren,['532'],[],[],[],[],[],[],[],[],[]
livingston,['533'],[],[],[],[],[],[],[],[],[]
cox,"['534', '770', '788']",[],[],[],[],[],[],[],[],[]
moorhead,['536'],[],[],[],[],[],[],[],[],[]
establish,['538'],[],[],[],"['2283', '4369', '4390', '4409', '5888', '6128', '6399', '6533', '6558', '6572']",[],[],[],[],['1080']
so,"['539', '709', '729']",[],[],[],[],[],[],[],[],[]
valentin,['540'],[],[],[],[],[],[],[],[],[]
brook,['541'],[],[],[],[],[],[],[],[],[]
gilchrest,['542'],[],[],[],[],[],[],[],[],[]
lloyd,['543'],[],[],[],[],[],[],[],[],[]
delay,['544'],[],[],[],"['2785', '2801', '2807']",[],[],[],[],[]
murphi,['545'],[],[],[],[],[],[],[],[],[]
viet,"['546', '737']",[],[],[],[],[],[],[],[],[]
reduct,"['549', '596', '740', '842']",[],[],[],[],[],[],[],[],[]
volkmer,['551'],[],[],[],[],[],[],[],[],[]
broomfield,['552'],[],[],[],[],[],[],[],[],[]
gillmor,['553'],[],[],[],[],[],[],[],[],[]
long,['554'],[],[],[],[],[],['401'],[],[],['1756']
doolittl,['555'],[],[],[],[],[],[],[],[],[]
perkin,['556'],[],[],[],[],[],[],[],[],[]
walker,['557'],[],[],[],[],[],[],[],[],[]
contrib,['562'],[],[],[],[],[],[],[],[],[]
browder,['563'],[],[],[],[],[],[],[],[],[]
gilman,['564'],[],[],[],[],[],[],[],[],[]
loweri,['565'],[],[],[],[],[],[],[],[],[]
dornan,['567'],[],[],[],[],[],[],[],[],[]
petri,['569'],[],[],[],[],[],[],[],[],[]
walsh,['570'],[],[],[],[],[],[],[],[],[]
ute,['571'],[],[],[],[],[],[],[],[],[]
significantli,['572'],[],[],[],[],[],[],[],[],[]
weap,['574'],[],[],[],[],[],[],[],[],[]
brown,['575'],[],[],[],[],[],[],[],[],[]
gingrich,['576'],[],[],[],[],[],[],[],[],[]
lowey,['577'],[],[],[],[],[],[],[],[],[]
ny,"['578', '632']",[],[],[],[],[],[],[],[],[]
duncan,['579'],[],[],[],[],[],[],[],[],[]
poshard,['580'],[],[],[],[],[],[],[],[],[]
water,['581'],[],[],[],[],"['434', '440', '490', '684', '767']",[],[],['553'],[]
on,['582'],[],[],['756'],"['223', '543', '754', '961', '1234', '1313', '1429']","['140', '156', '687']",[],[],[],"['44', '132', '537']"
mass,['583'],[],[],[],[],[],[],[],[],[]
state,"['585', '635']",[],[],"['22', '1107', '1829', '2410']","['2', '19', '102', '488', '559', '598', '619', '725', '859', '894', '1086', '1325', '1374', '1399', '1437', '1600', '1664', '1705', '1715', '1810', '1917', '1935', '2038', '2214', '2324', '2516', '2584', '2619', '2647', '2704', '3000', '3027', '3103', '3185', '3235', '3555', '3638', '3646', '3655', '3680', '3698', '3705', '3720', '3735', '3862', '4052', '4336', '4494', '4611', '4732', '4928', '4980', '5005', '5032', '5044', '5078', '5207', '5262', '6068', '6074', '6083', '6243', '6621', '6692', '6746', '6777', '6782', '6799', '6805', '6855']",[],['504'],[],[],"['1', '11', '37', '61', '71', '81', '85', '307', '550', '715', '783', '834', '851', '869', '909', '919', '934', '970', '974', '985', '1006', '1016', '1044', '1099', '1125', '1156', '1199', '1218', '1236', '1259', '1458', '1630', '1769']"
bryant,['586'],[],[],[],[],[],[],[],[],[]
glickman,['587'],[],[],[],[],[],[],[],[],[]
luken,['588'],[],[],[],[],[],[],[],[],[]
ewe,['589'],[],[],[],[],[],[],[],[],[]
quillen,['590'],[],[],[],[],[],[],[],[],[]
ak,['592'],[],[],[],[],[],[],[],[],[]
former,"['593', '656']",[],[],[],[],[],[],[],[],[]
union,"['595', '658']",[],[],[],"['2934', '5239']",[],[],[],[],[]
bun,['597'],[],[],[],[],[],[],[],[],[]
gonzalez,['598'],[],[],[],[],[],[],[],[],[]
machtley,['599'],[],[],[],[],[],[],[],[],[]
rahal,['602'],[],[],[],[],[],[],[],[],[]
zeliff,['603'],[],[],[],[],[],[],[],[],[]
byron,['604'],[],[],[],[],[],[],[],[],[]
goodl,['605'],[],[],[],[],[],[],[],[],[]
manton,['606'],[],[],[],[],[],[],[],[],[]
potenti,"['609', '669', '695']",[],[],[],"['3066', '3152']",[],[],"['85', '180']",[],"['1312', '1445']"
callahan,['610'],[],[],[],[],[],[],[],[],[]
gordon,['611'],[],[],[],[],[],[],[],[],[]
markey,['612'],[],[],[],[],[],[],[],[],[]
voting,['614'],[],[],[],[],[],[],[],[],[]
camp,['616'],[],[],[],[],[],[],[],[],[]
goss,['617'],[],[],[],[],[],[],[],[],[]
marlene,['618'],[],[],[],[],[],[],[],[],[]
nation,['619'],[],[],"['338', '374', '1954']","['93', '4334']","['223', '247', '256', '719', '793', '872', '1053']",[],['45'],[],[]
secur,"['620', '726', '794']",[],[],[],['4255'],[],[],[],[],[]
inter,['621'],[],[],[],"['2129', '3560']",[],[],[],[],[]
ackerman,['622'],[],[],[],[],[],[],[],[],[]
feighan,['623'],[],[],[],[],[],[],[],[],[]
olin,['624'],[],[],[],[],[],[],[],[],[]
campbel,"['625', '663']",[],[],[],[],[],[],[],[],[]
co,['626'],[],[],[],"['1604', '1747', '2135', '2218', '2461', '2493', '2525', '2529', '3077', '3575', '4914', '4921', '4971', '5080', '5193']",[],[],[],[],['1096']
gradison,['627'],[],[],[],[],[],[],[],[],[]
martin,['628'],[],[],[],[],[],[],[],[],[]
anthoni,['629'],[],[],[],[],[],[],[],[],[]
gibbon,['630'],[],[],[],[],[],[],[],[],[]
est,['633'],[],[],[],[],[],[],[],[],[]
unit,['634'],[],[],['1106'],"['1', '18', '101', '487', '1599', '1663', '1704', '1714', '1809', '1916', '1934', '2037', '2213', '2515', '3102', '3234', '3554', '3637', '3645', '3654', '3679', '3697', '3704', '3719', '3734', '3861', '4051', '4335', '4493', '4610', '4731', '5192', '6067', '6073', '6082', '6242']","['121', '197', '199', '254', '997', '1007', '1013', '1019', '1026', '1027', '1035']",['134'],[],[],"['0', '10', '36', '60', '70', '80', '84', '549', '714', '782', '833', '850', '868', '908', '918', '933', '973', '984', '1005', '1015', '1043', '1098', '1155', '1198', '1217', '1235', '1258', '1457', '1629', '1768']"
continu,['636'],[],[],['1104'],"['479', '683', '1043', '3142', '3441', '3671', '3710', '4949', '5091', '5113', '5131', '5134', '5151', '5154', '5185', '5229', '5284', '5311', '5551', '5664', '5681', '5698', '5803']",['666'],[],[],"['30', '49', '81', '93', '98', '121', '126', '490', '745']","['182', '1032']"
cardin,['638'],[],[],[],[],[],[],[],[],[]
grandi,['639'],[],[],[],[],[],[],[],[],[]
martinez,['640'],[],[],[],[],[],[],[],[],"['906', '1041']"
bruce,['641'],[],[],[],[],[],[],[],[],[]
hefner,['642'],[],[],[],[],[],[],[],[],[]
pickett,['643'],[],[],[],[],[],[],[],[],[]
huge,['646'],[],[],[],[],[],[],[],[],[]
ar,['648'],[],[],[],[],[],[],[],[],[]
carper,['649'],[],[],[],[],[],[],[],[],[]
green,['650'],[],[],[],[],[],[],[],[],[]
matsui,['651'],[],[],[],[],[],[],[],[],[]
bustamant,['652'],[],[],[],[],[],[],[],[],[]
hubbard,['653'],[],[],[],[],[],[],[],[],[]
rinaldo,['654'],[],[],[],[],[],[],[],[],[]
senal,['655'],[],[],[],[],[],[],[],[],[]
carr,['660'],[],[],[],[],[],[],[],[],[]
guarini,['661'],[],[],[],[],[],[],[],[],[]
mavroul,['662'],[],[],[],[],[],[],[],[],[]
tallon,['667'],[],[],[],[],[],[],[],[],[]
tect,['668'],[],[],[],[],[],[],[],[],[]
chandler,['671'],[],[],[],[],[],[],[],[],[]
gunderson,['672'],[],[],[],[],[],[],[],[],[]
mazzoli,['673'],[],[],[],[],[],[],[],[],[]
dannemey,['674'],[],[],[],[],[],[],[],[],[]
chapman,['679'],[],[],[],[],[],[],[],[],[]
oh,"['681', '835']",[],[],[],[],[],[],[],[],[]
mccandless,['682'],[],[],[],[],[],[],[],[],[]
materi,"['684', '713', '797']",[],[],[],"['139', '170', '188', '1518', '1528', '1683', '1733', '1757', '1791', '3525', '3811', '4006', '4459', '4698', '4858', '5673']",['1048'],[],[],['280'],"['115', '242', '353', '363', '521', '559', '588', '633', '670', '801', '1052', '1303', '1324', '1493', '1533', '1561', '1579', '1598']"
remov,['685'],[],[],[],[],"['162', '255', '704']",[],[],"['755', '760']","['113', '361', '799']"
clay,['686'],[],[],[],[],[],[],[],[],[]
hamilton,['687'],[],[],[],[],[],[],[],[],[]
mccloskey,['688'],[],[],[],[],[],[],[],[],[]
traxler,['693'],[],[],[],[],[],[],[],[],[]
well,['694'],[],[],"['170', '570', '959', '1018', '1520', '1558', '2180']","['1360', '3532']","['534', '561', '742']",[],[],[],[]
hazard,['696'],[],[],[],[],[],[],['165'],[],[]
engel,['697'],[],[],[],[],[],[],[],[],[]
nowak,['698'],[],[],[],[],[],[],[],[],[]
wyli,['699'],[],[],[],[],[],[],[],[],[]
clement,['700'],[],[],[],[],[],[],[],[],[]
hansen,['701'],[],[],[],[],[],[],[],[],[]
mccollum,['702'],[],[],[],[],[],[],[],[],[]
result,['703'],[],[],"['670', '1292', '1397', '1508', '1529', '1552', '1998']","['196', '892', '5453', '5668', '6400', '6463']","['627', '883']",[],[],[],['893']
faulti,['704'],[],[],[],[],[],[],[],[],[]
storag,"['705', '795']",[],[],[],[],[],[],"['145', '158']",[],[]
clinger,['706'],[],[],[],[],[],[],[],[],[]
harri,['707'],[],[],[],[],[],[],[],[],[]
mccreri,['708'],[],[],[],[],[],[],[],[],[]
amend,"['710', '858']",[],[],[],"['318', '323', '325', '337', '340', '657', '662', '667', '705', '710', '714', '717', '762', '839', '864', '870', '881', '890', '904', '917', '958', '981', '1030', '1050', '1070', '1118', '1123', '1158', '1171', '1175', '1194', '1232', '2273', '2292', '2338', '2395', '2423', '2436', '2890', '2974', '3160', '3246', '3664', '3883', '3946', '3959', '4082', '4512', '4752', '5721', '5739', '5759', '5839', '6168', '6181', '6306', '6542', '6564', '6699']",['836'],[],[],[],['769']
modifi,['711'],[],[],"['576', '1161']",[],[],[],[],[],[]
coleman,"['714', '718']",[],[],[],[],[],[],[],[],[]
mo,['715'],[],[],[],"['3107', '3558']",[],[],[],[],[]
hastert,['716'],[],[],[],[],[],[],[],[],[]
mccurdi,['717'],[],[],[],[],[],[],[],[],[]
hatcher,['720'],[],[],[],[],[],[],[],[],[]
mcdade,['721'],[],[],[],[],[],[],[],[],[]
agre,['722'],[],[],[],"['2951', '5945']",[],[],[],['19'],"['790', '1803']"
safeti,['725'],[],[],[],[],[],[],['132'],[],[]
describ,['727'],[],[],"['14', '895', '1608']",['6790'],[],[],[],[],['1350']
il,"['731', '733', '789']",[],[],[],[],[],[],[],[],[]
hay,"['732', '743']",[],[],[],[],[],[],[],[],[]
mcdermott,['734'],[],[],[],[],[],[],[],[],[]
after,['735'],[],[],"['679', '1977']","['577', '1838']",[],[],[],[],['593']
time,['736'],[],[],"['444', '543', '767', '945', '1407', '1441', '2206']","['412', '451', '950', '1382', '1388', '2112', '2261', '2360', '2580', '2634', '2659', '2691', '2696', '2714', '2745', '2768', '2796', '3049', '3060', '3736', '5396', '6236', '6370', '6688', '6824', '6858']","['119', '183', '261', '420']",[],[],"['76', '717']","['410', '453', '480', '536', '566', '631', '902', '1613', '1672', '1683']"
condit,['742'],[],[],[],[],"['81', '87', '209', '563', '879']",[],['108'],[],"['463', '661', '1228', '1357', '1676']"
la,"['744', '853']",[],[],[],[],[],[],[],[],[]
mcewen,['745'],[],[],[],[],[],[],[],[],[]
conyer,['746'],[],[],[],[],[],[],[],[],[]
hefley,['747'],[],[],[],[],[],[],[],[],[]
mcgrath,['748'],[],[],[],[],[],[],[],[],[]
call,['750'],[],[],['821'],"['3155', '3216', '3282', '3463']",['396'],[],[],[],[]
in,['751'],[],[],"['65', '87', '95', '162', '270', '329', '388', '397', '464', '491', '586', '799', '841', '861', '877', '918', '1058', '1175', '1199', '1285', '1431', '1711', '1748', '1779', '2022', '2031', '2195', '2212', '2470']","['53', '228', '311', '413', '554', '765', '992', '1100', '1249', '1266', '1438', '1450', '1456', '1752', '2170', '2190', '2301', '2497', '2565', '3320', '3343', '3422', '3483', '3623', '3802', '3851', '3933', '3944', '4041', '4193', '4322', '4483', '4573', '4647', '4721', '5504', '5532', '5726', '5901', '5907', '5938', '5943', '5966', '6045', '6456', '6464', '6613', '6622', '6631']",[],[],[],[],"['203', '1102', '1497', '1535']"
cooper,['758'],[],[],[],[],['913'],[],[],"['41', '69', '581', '589', '594', '613', '637', '778', '786']",[]
henri,['759'],[],[],[],[],[],[],[],[],[]
mchugh,['760'],[],[],[],[],[],[],[],[],[]
remain,['761'],[],[],"['44', '208', '490', '751', '921', '930', '1616', '1726']","['4284', '6186', '6723', '6748']","['262', '323', '548']",[],[],[],[]
urgent,['762'],[],[],[],[],[],[],[],[],[]
concern,['763'],[],[],[],"['2227', '2652']",[],[],"['100', '233']",[],[]
addit,"['764', '822']",[],[],"['163', '330', '398', '465', '587', '800', '902', '1176', '1200', '1249', '1258', '1389', '2032', '2213']","['1107', '1800', '2092', '2644', '4648', '5258', '5270', '5533', '5627']","['182', '458', '850']",[],[],[],"['224', '269', '442', '1688']"
costello,['765'],[],[],[],[],[],[],[],[],[]
herger,['766'],[],[],[],[],[],[],[],[],[]
mcmillan,['767'],[],[],[],[],[],[],[],[],[]
mr,['769'],[],[],[],"['258', '261', '405', '422', '545', '557', '566', '585', '596', '617', '635', '647', '2582', '2604', '2616', '2623', '2645', '2669', '2702', '2716', '2731', '2743', '2754', '2763', '2782', '2839', '3773', '5572', '5605', '6668']",[],[],[],[],"['134', '173', '231', '275', '292', '319', '357', '375', '386', '398', '404', '429', '454', '473', '485', '503', '512', '528', '544', '568', '574', '601', '626', '703', '721', '728', '803', '811', '821', '945', '966', '1058', '1304', '1315', '1329', '1412', '1418', '1439', '1473', '1500', '1525', '1552', '1562', '1573', '1590', '1601', '1638', '1645', '1728', '1806']"
illinoi,['771'],[],[],"['25', '204', '218', '247', '257', '298', '421', '450', '928', '1849', '1862', '1880', '1939', '2041']",[],[],[],[],[],[]
chair,['773'],[],[],[],[],[],[],[],[],[]
resourc,['774'],[],[],[],[],"['481', '924']",[],['186'],[],['34']
necessari,['775'],[],[],"['782', '1164']","['2152', '2803', '4600', '4681', '4838', '5149']",[],['397'],[],['743'],[]
meet,['776'],[],[],[],['3288'],"['151', '363']",[],['77'],['110'],[]
coughlin,['777'],[],[],[],[],[],[],[],[],[]
hertel,['778'],[],[],[],[],[],[],[],[],[]
mcmillen,['779'],[],[],[],[],[],[],[],[],[]
md,['780'],[],[],[],"['2539', '3489']",[],[],[],[],[]
man,['781'],[],[],[],[],[],[],[],[],[]
announc,['782'],[],[],[],[],[],[],[],[],[]
particularli,['785'],[],[],[],[],[],[],[],[],[]
area,['786'],[],[],"['52', '62', '75', '86', '103', '115', '150', '508', '755', '969', '1087', '1133', '1151', '1225', '1290', '1312', '1499', '1635', '1725', '1771', '1948', '1997', '2221']",['6877'],"['204', '306', '417', '450', '454', '460', '470', '475', '483', '486', '498', '513', '679', '727', '771', '953']",['500'],[],"['63', '256']","['346', '379']"
safe,['787'],[],[],[],[],[],[],[],[],[]
hoagland,['790'],[],[],[],[],[],[],[],[],[]
mcnulti,['791'],[],[],[],[],[],[],[],[],[]
consider,['792'],[],[],"['1123', '1932']",['5366'],[],[],[],[],[]
said,['793'],[],[],[],['568'],[],[],[],[],[]
fissil,['796'],[],[],[],[],[],[],[],[],[]
dis,['798'],[],[],[],[],[],[],[],[],[]
coyn,['799'],[],[],[],[],[],[],[],[],[]
hobson,['800'],[],[],[],[],[],[],[],[],[]
meyer,['801'],[],[],[],[],[],[],[],[],[]
cramer,['802'],[],[],[],[],[],[],[],[],[]
hochbrueckn,['803'],[],[],[],[],[],[],[],[],[]
mfume,['804'],[],[],[],[],[],[],[],[],[]
bill,['805'],[],[],[],[],"['17', '21', '29', '216', '425']",[],[],[],[]
find,['806'],[],[],[],"['165', '183', '1038', '3818']","['412', '471']",[],[],[],[]
without,['807'],[],[],[],['4598'],['757'],[],[],"['207', '361', '522', '688']",[]
quorum,['808'],[],[],[],[],[],[],[],[],[]
mantlement,['809'],[],[],[],[],[],[],[],[],[]
missil,['810'],[],[],[],[],[],[],[],[],[]
launcher,['811'],[],[],[],[],[],[],[],[],[]
crane,['812'],[],[],[],[],[],[],[],[],[]
horn,['813'],[],[],[],[],[],[],[],[],[]
michel,['814'],[],[],[],[],[],[],[],[],[]
direct,['815'],[],[],"['144', '480', '689', '1155', '1278', '1358', '1579', '1619', '1633', '1720', '1729', '1735', '1776', '1793', '1868', '2008', '2260', '2340']","['1411', '6826']",['226'],[],[],[],"['393', '439']"
member,"['816', '837']",[],[],[],[],[],[],[],[],[]
record,['817'],[],[],[],"['798', '1738', '4215', '4223', '4607']","['796', '808', '992']","['14', '39', '231', '356', '606']",[],"['278', '526', '720', '733']",[]
chemic,['819'],[],[],[],"['2344', '3336']",[],[],[],[],[]
